species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
Clostridium sp. CAG:411 [meta_mOTU_v2_7074]	0.29131873752345616	0.15903968704314683	0.2514790234630304	0.18546966051946806	0.6808108533780712	0.31372235394754544	0.6428126749133097	0.4253080550822393	0.5143305888755676	0.5223431255446244	0.8528252868242553	0.5083020582089047	0	0	0	0	0	0	0.5094339622641509	0.48333333333333334	0.49074074074074076	0.4718934911242604	0.5093167701863355	0.49157357940747937	NA	156	NA	0	73	142	NA
unknown Clostridiales [meta_mOTU_v2_7076]	0.03377868831753671	0.4474071398055502	0.01773001043488674	0.014349509223168324	0.8284496285605327	0.0024712679148504954	0.2974066512005222	0.6651716768790481	0.1810923551043082	0.30465111889188135	0.918528546593321	0.015907538109322106	-0.3760484679738133	-0.11302331847015286	-0.42880889764863284	-0.2023484120488579	-0.08111255757672785	-0.24026833074363696	0.4021033096195484	0.46152777777777776	0.38254693049213595	0.41013313609467456	0.48792270531400966	0.43043953375424965	112	0	483	132	1	478	NA
unknown Eggerthella [meta_mOTU_v2_7082]	0.0354088936520087	0.24070367855023514	0.680003989317046	0.7340887137841792	0.18942475804756892	0.40515642480892317	0.299267726059574	0.5279140730605679	0.8428768520834737	0.9112825412493258	0.4088818611379412	0.5973135231822783	-0.3814582350908507	-0.28233924857718123	0	-0.06712400629755685	0.33929071374128855	-0.07832615524486004	0.4045777915248995	0.4408333333333333	0.48985286656519533	0.48206360946745563	0.5726363008971705	0.46501335599805727	227	0	34	0	0	113	NA
unknown Clostridiales [meta_mOTU_v2_7083]	0.16372662430337823	0.4004581031793989	0.4094203551569855	0.1632416564690763	0.40320141860749853	0.7859159612931503	0.5581288164511922	0.6311159599825423	0.643254248720872	0.4921549200622647	0.6203471800604198	0.8825960993887363	0	0	0	0	0	0	0.5317042994123106	0.5169444444444444	0.4885844748858447	0.4704142011834319	0.49206349206349204	0.5005160271976687	24	49	43	0	NA	139	NA
unknown Clostridiales [meta_mOTU_v2_7087]	0.9402579313790036	0.32544340964831414	NA	0.5523947711731434	0.7453866399143563	0.41215037398031057	0.9859242568133512	0.5627895492143509	NA	0.8450785763890105	0.8842122318754828	0.5993133431562836	0	0	0	0	0	0	0.5010825858335911	0.49166666666666664	0.5	0.49001479289940825	0.4946514837819186	0.4948640116561438	11	NA	NA	0	142	173	NA
Eubacterium sp. CAG:581 [meta_mOTU_v2_7088]	0.21783458848828394	0.6839914279864436	0.1417058691494059	0.6745291345865244	0.1698106438512245	0.36529085387720733	0.6209822664566295	0.8302786120066656	0.4320210499068713	0.8950482747398112	0.39165240420282416	0.5643832872709578	-0.10916588112502991	0	-0.07469784404704093	0	0.11947627115452807	-0.012877490803508553	0.45932570368079184	0.4911111111111111	0.4625824454591578	0.4881656804733728	0.5464113181504485	0.48618868382710057	1	76	19	0	23	149	NA
unknown Bacteroidales [meta_mOTU_v2_7089]	0.18967221564176331	1	0.2263412363837755	0.6547214486016165	0.08894330427324583	0.2974320380241715	0.5786377013419011	1	0.5143305888755676	0.8916272359245699	0.27377344214961913	0.49105967139480294	0	0	0	0	0	0	0.48360655737704916	0.49986111111111114	0.5136986301369864	0.5096153846153846	0.5348516218081436	0.5070422535211268	38	104	59	0	49	156	NA
unknown Clostridiales [meta_mOTU_v2_7093]	0.29623880142474096	8.96648876468661e-4	0.4055814389911469	0.5812082209039098	0.027109389028150088	0.37066683191870614	0.6478781059730698	0.022152501653931626	0.6425219470088439	0.8450785763890105	0.137709043652198	0.568043574546898	-0.24741256858123364	-0.6235430220074342	-0.13742841811196518	0.05404851551882016	0.595056021660447	-0.07185589430427317	0.4432415712960099	0.3244444444444444	0.46093353627600203	0.5314349112426036	0.6238785369220151	0.46452768334142786	0	26	7	0	0	45	NA
unknown Clostridiales [meta_mOTU_v2_7097]	0.5637346978359999	0.23951040378240449	0.23819889710482536	0.13248503822981147	0.577758392427988	0.2271842821558694	0.8519952851859173	0.5266720920869628	0.5143305888755676	0.4921549200622647	0.775338653047608	0.41479452806523254	0	0.0977193121515308	-0.09077663192288365	0.2864354247462448	0.050413729853495945	0.06875836696567758	0.4859263841633158	0.545	0.46651445966514465	0.5784023668639053	0.5276052449965494	0.5130645944633317	4	12	21	0	0	58	NA
Prevotella sp. CAG:1031 [meta_mOTU_v2_7101]	0.12039867238598663	0.09816580394062638	0.05101891150570311	0.5827776172924215	0.22982032120192036	0.01698341955689453	0.5053557335803132	0.33656847065357615	0.3166628553928066	0.8450785763890105	0.455242167356914	0.06833612892797847	0	0	0.044765161887183026	0	0	0.008953032377436606	0.5301577482214662	0.5331944444444444	0.5452815829528158	0.5092455621301775	0.48412698412698413	0.5230330257406508	21	69	135	0	198	179	NA
unknown Clostridiales [meta_mOTU_v2_7104]	0.2442158093756278	0.010047685764189433	0.2517654982291164	0.39433547284117004	0.9421941642141272	0.051976804078382566	0.6257456345281434	0.09483209035864183	0.5143305888755676	0.7370423736173561	0.9715277309704822	0.1581659737008846	0.2794846882726626	0.4288860062651641	0.18636138727358476	-0.11354706633825208	0.041641212840307966	0.16456524566269345	0.5617073925146921	0.6319444444444444	0.5594875697615423	0.45229289940828404	0.5041407867494824	0.5543892666342884	1	698	4	1	0	284	NA
unknown Oscillibacter [meta_mOTU_v2_7111]	0.17307132098580735	0.8090218071491013	0.6894982095263379	0.015887401718544584	0.11985094446690502	0.9100644790820068	0.5737246152364165	0.9120660983472444	0.8515358762707771	0.3074930311454567	0.3176436493867677	0.9530303896723038	0.14677962800082187	-0.024411470656608484	0	-0.28442739563309	0.14849544811433776	-0.0027127580349077703	0.5601608413238478	0.4888888888888889	0.4911212582445459	0.382396449704142	0.5603864734299516	0.49358912093249147	14	10	40	170	24	141	NA
unknown Eubacterium [meta_mOTU_v2_7116]	0.5643386687171796	0.6329829232948142	0.3985878333754907	0.6171975826224367	0.8430938350373477	0.299525407018723	0.8519952851859173	0.801969314581665	0.6418633524735059	0.8661688108667418	0.918528546593321	0.4918705426671099	0	0	0	0	0	0	0.5112898236931642	0.508888888888889	0.5068493150684932	0.5107248520710059	0.5027605244996549	0.5073154443904808	1	46	NA	0	121	153	NA
Clostridium sp. CAG:452 [meta_mOTU_v2_7118]	0.08141408896960198	0.017629258718472263	0.7655667648724385	0.5376036980142089	4.8422847373171376e-4	0.5933354977389682	0.43086461573484786	0.13385888871315169	0.8877561370800102	0.8450785763890105	0.008716112527170847	0.7486426704969283	-0.047057573292524926	-0.10302156296357372	0	0.057665225536181704	0.37731434689626253	0.056980087235269115	0.45329415403649864	0.4425	0.4951801116184678	0.5181213017751479	0.6299171842650103	0.5005706653715395	29	353	43	0	412	64	NA
unknown Clostridium [meta_mOTU_v2_7123]	0.9219161516256673	0.5539094056502107	NA	0.9766503586793592	0.23502967160442664	0.6142688031523631	0.9837083029867322	0.7492494375944879	NA	1	0.46110907695657016	0.7631119635702149	0	0	0	0	0	0	0.5018558614290133	0.49138888888888893	0.5	0.49926035502958577	0.5265700483091788	0.5017241379310344	1	118	NA	0	55	164	NA
unknown Clostridiales [meta_mOTU_v2_7124]	0.6262316872179766	0.13623963779863613	0.6754126163272587	0.579826109907994	0.37511595587765345	0.48275473699633153	0.883650618340804	0.4128730982662976	0.8428768520834737	0.8450785763890105	0.6203471800604198	0.6621304874150008	-0.06475408561852859	-0.21826879190278092	0.008767411365333832	-0.047258964967993936	0.024520615380776746	-0.059398763148638574	0.4803587998762759	0.4438888888888889	0.5126839167935058	0.4752218934911242	0.5239820565907523	0.48684434191355025	0	93	25	0	34	85	NA
unknown Clostridiales [meta_mOTU_v2_7130]	0.027089119630440913	0.6517130136891391	0.9630471131744421	0.5961633327475648	0.21863519095427722	0.4093963624018992	0.28159307072631173	0.8146412671114239	0.9823854086197121	0.8565855205410353	0.44809390621322165	0.599271571860711	-0.27372575969020907	0.04392973945299929	-6.021232273241662e-4	-0.028251856325304886	-0.07391596920385515	-0.0665131937987388	0.3795236622332199	0.5240277777777778	0.5025367833587011	0.5303254437869822	0.4306418219461698	0.46594220495386107	539	651	9	0	11	100	NA
unknown Clostridiales [meta_mOTU_v2_7138]	0.24377804479785017	0.0778177334597501	0.1836118943037407	0.7130580990026488	0.3924857621144842	0.11946937701716226	0.6257456345281434	0.3131977458786049	0.5123591469432541	0.9042232183135719	0.6203471800604198	0.276374662363953	-0.14499442277595523	-0.2574722425575888	0	0.009332956994261132	0	-0.07862674166785659	0.4577791524899474	0.44055555555555553	0.47894469812278034	0.5122041420118343	0.5138026224982747	0.4781447304516756	1	171	43	1	97	130	NA
Eubacterium sp. CAG:274 [meta_mOTU_v2_7140]	0.22149220441479575	0.2980601577894608	0.4568510365141509	0.5971901172766338	0.3153493637067299	0.3739572013120443	0.6209822664566295	0.5627895492143509	0.67879858655454	0.8565855205410353	0.5591204992487631	0.5693854534093226	-0.36206900628110583	-0.23767728673984928	-0.15712259190965833	-0.049964431828704185	0.14694953119259124	-0.13197675711334528	0.4435508815341788	0.4505555555555556	0.4657534246575342	0.4776257396449704	0.5524499654934437	0.47691840699368626	0	3	2	0	1	73	NA
unknown Faecalibacterium [meta_mOTU_v2_7143]	0.10041948968623224	0.08779281397868409	0.011172132957687875	0.26217080583987246	0.07683946882732617	0.09754032480153048	0.4777017531966528	0.3263095740800648	0.15478482388651202	0.6378338942447149	0.25654467818155674	0.2428496649750715	-0.263389603516899	-0.32628749171433374	-0.5963806986186251	0.11603943807007011	0.22973491346534433	-0.16805668846288868	0.4214351995051036	0.4159722222222222	0.37620497209538306	0.5517751479289941	0.5900621118012422	0.4693844099077222	18	28	522	0	1	178	NA
unknown Clostridiales [meta_mOTU_v2_7145]	0.43995423329558797	0.5068375665396332	NA	0.5827776172924215	0.8926373430343019	0.7455061347935454	0.7815220768668462	0.719161411981912	NA	0.8450785763890105	0.9463555954320126	0.8507186941394087	0.06732217452684452	-0.05410686825134756	0	0	0	0.0026430612550993925	0.5241261985771729	0.48027777777777775	0.5	0.5092455621301775	0.5037957211870255	0.49993929091792133	1	67	NA	4	75	134	NA
unknown Clostridiales [meta_mOTU_v2_7148]	0.7882927695573604	0.8064478549366022	0.2514790234630304	0.013192965354263791	0.002969388987638208	0.6482110218867354	0.9554270656299	0.9120660983472444	0.5143305888755676	0.29922464937964377	0.031122203566638435	0.7884400538421752	0.04213171841933529	-0.03229842612770247	0	-0.09429845539744222	0.1697284335466731	0.01705265408817274	0.5094339622641509	0.508888888888889	0.49074074074074076	0.42159763313609466	0.5973084886128365	0.501833414278776	0	45	NA	93	285	113	NA
unknown Clostridiales [meta_mOTU_v2_7149]	0.4483156048804968	0.4113974451877185	0.4556611830464318	0.19911841436772046	0.46620502636740496	0.25796052090132715	0.7841695750124359	0.6387686764467347	0.67879858655454	0.5459273082664653	0.6713352379690631	0.44513919155533893	-0.12772309419360817	-0.11505644434885391	0	-0.17373883394284748	0.09713372922345552	-0.06387692865237081	0.4636560470151562	0.46680555555555553	0.48452562151192285	0.448594674556213	0.5312284334023465	0.4722073822243808	0	30	37	0	2	97	NA
Clostridium sp. CAG:413 [meta_mOTU_v2_7152]	0.362371223351196	0.08240083552282343	0.1356309052785804	0.32925258056140444	0.04185443228118037	0.03185712984896161	0.6934467501402432	0.3131977458786049	0.4253117276636966	0.6681890605510854	0.17417041595122507	0.11255310700438342	0	0	0	0	0	0	0.5221156820290751	0.525	0.5205479452054794	0.4813239644970414	0.5326086956521738	0.516221466731423	1	78	70	0	54	267	NA
unknown Clostridiales [meta_mOTU_v2_7153]	0.5542653316175405	0.0796070899614022	0.43357823392028905	0.24366663766810523	0.9180154906827153	0.3445830984320963	0.8519952851859173	0.3131977458786049	0.6634269362394783	0.6163516938056667	0.9621731978294789	0.5387680489297416	0.1381395250320312	-0.28586158060364	0.059099187702320116	-0.22750053913800758	-0.01758035848957397	-0.06674075309937404	0.5301577482214662	0.4261111111111111	0.5229578893962455	0.4430473372781065	0.49516908212560384	0.4737251092763477	8	75	41	0	21	81	NA
Faecalibacterium prausnitzii [meta_mOTU_v2_7154]	0.8807896708735264	0.9449670835403609	0.44156825208752026	0.9374185893038681	0.8115771157536977	0.46320226881753956	0.9750618868316143	1	0.667759441667519	1	0.918528546593321	0.6434813750474827	-0.05459033323397331	-0.03062106003024625	-0.21880154023205484	0.0029597217304681467	-0.040437430130953904	-0.06829812837935204	0.4928858645221157	0.4970833333333333	0.46169457128361235	0.5040680473372781	0.48861283643892345	0.49295774647887325	0	19	4	0	47	71	NA
unknown Clostridiales [meta_mOTU_v2_7156]	0.18525768976238743	0.04125325935713071	0.4918476671715268	0.1555818235722602	0.8867040069139993	0.13108076826240245	0.5786377013419011	0.22213293499993458	0.705301287989669	0.4921549200622647	0.9436901256102719	0.2959775857839885	0.12282466161256433	0.18008159287461967	0.07979148417224007	-0.13175248230711292	9.578891091616334e-4	0.05038062909229456	0.5459325703680793	0.5716666666666667	0.5201674277016743	0.45340236686390534	0.5048309178743962	0.5203011170471102	26	38	31	0	19	130	NA
unknown Clostridiales [meta_mOTU_v2_7157]	0.5811163892029045	0.017847851828420226	0.5041191921139565	0.018732747589589475	0.6808182543367545	0.004793083158606448	0.8584941398557441	0.13385888871315169	0.7144717846344425	0.3231398959204185	0.8528252868242553	0.02694918941494619	-0.17007623952329753	-0.3692336658135657	-0.08626232112370202	-0.4524405877187978	-0.07827597081061743	-0.2312577569979961	0.47046087225487165	0.3766666666666667	0.47501268391679347	0.3775887573964497	0.47860593512767424	0.42934677027683343	0	19	19	341	37	409	NA
unknown Clostridiales [meta_mOTU_v2_7158]	0.013281062844753532	0.04171630579466477	0.19131402283546528	0.9559085642318415	0.04258980416904717	0.04825589486440465	0.2082216648055016	0.22304406858992593	0.5143305888755676	1	0.17632178925985525	0.15229981938632656	-0.5431024200322995	-0.3973895237466312	-0.27788239873142445	0.053576117702057786	0.21543812880013924	-0.18987201920163163	0.38493659140117537	0.41333333333333333	0.4421613394216134	0.4970414201183432	0.5755693581780538	0.4638295288975231	478	258	9	0	6	96	NA
unknown Ruminococcus [meta_mOTU_v2_7159]	NA	0.15903968704314683	0.3985878333754907	0.3267065548685848	0.40320141860749853	0.1428703303124531	NA	0.4253080550822393	0.6418633524735059	0.6681890605510854	0.6203471800604198	0.3126209031836925	0	0	0	0	0	0	0.5	0.48333333333333334	0.5068493150684932	0.49038461538461536	0.49206349206349204	0.494851869839728	NA	166	NA	NA	NA	NA	NA
unknown Clostridiales [meta_mOTU_v2_7173]	0.3659715684227187	0.30254608344001943	0.9375776843432511	7.086145074875795e-4	0.9539436023404517	0.01569782037214063	0.6961054280440909	0.5627895492143509	0.9693815406642569	0.13172235430499102	0.978767413553772	0.06469635677644366	-0.12198824384063757	-0.1327464834970231	0	-0.20581698026487924	0	-0.09211034152050798	0.46860501082585837	0.46444444444444444	0.5020294266869609	0.38553994082840237	0.5015527950310559	0.4662457503642545	5	59	22	368	97	368	NA
unknown Firmicutes [meta_mOTU_v2_7175]	0.21484496280259585	0.17885215281442587	0.8592156112845097	0.037187508808257275	0.013130970712227137	0.36990949711192705	0.6209822664566295	0.4380088636793154	0.9242744171060789	0.3773252515357092	0.08299575381468756	0.5679080706112587	-0.3692633042944666	-0.29801107108060926	0.03357891865287515	-0.40338916203440117	0.49666525791599564	-0.10808387216812124	0.43798329724713886	0.4438888888888889	0.5081177067478437	0.40292159763313606	0.6275017253278122	0.48201796988829526	0	59	0	9	254	37	NA
unknown Clostridiales [meta_mOTU_v2_7180]	0.8172004215017208	0.2550173946505206	0.6340374776945585	0.10598879018246636	0.04467874687778004	0.6031088917816758	0.9623535033628655	0.5342010262005917	0.8161090506811716	0.4669614183419706	0.18223646509754618	0.7541081724928465	-0.04925882108136222	-0.23641526724161163	-0.11859175840091404	-0.38166780732775285	0.5392105798218365	-0.049344614845960845	0.48762759047324467	0.43972222222222224	0.47539320142059865	0.4092085798816568	0.6123188405797102	0.4885320543953375	0	0	0	0	0	11	NA
Clostridium sp. CAG:302 [meta_mOTU_v2_7183]	0.6732295625028151	0.057318495232038635	0.418694882031615	0.1423567050133906	0.041250065647779006	0.8530687489932915	0.8969292589040669	0.25865185246082883	0.6484664636343306	0.4921549200622647	0.17417041595122507	0.9273436208646665	-0.059115809352539725	-0.27110410206108543	0.05305107891615767	-0.32928673225818006	0.3668362659484413	-0.04792385976144124	0.47912155892360037	0.4273611111111111	0.5367833587011669	0.4330621301775148	0.6038647342995168	0.4956046624575037	0	233	0	0	0	65	NA
unknown Clostridiales [meta_mOTU_v2_7186]	0.10255850649151235	0.2726955362047776	0.015795415619889598	0.030196275888968317	0.1509326667986033	0.013524525171862279	0.4824260472952704	0.5546349888910731	0.17585171217449547	0.34904102937392395	0.3622384003166479	0.05858327485158712	-0.27152134502740877	-0.16039501827474667	-0.3068922651982836	-0.3193103438408022	0.15382765773418453	-0.18085826292141136	0.4188060624806681	0.44972222222222225	0.40005073566717403	0.395155325443787	0.5683229813664595	0.4414885866925692	4	22	416	7	2	291	NA
Clostridium sp. CAG:226 [meta_mOTU_v2_7187]	0.12566709952372698	0.46632935541244797	0.12593828574556468	0.047198561039558766	0.014402269488448288	0.8021970393573734	0.5053557335803132	0.6813931356717311	0.4208990076233346	0.3867230863110441	0.08899312788384464	0.8915546205986108	-0.3330661670779736	0.10605965982051495	0.26726730911575525	-0.44252331772379094	0.4055772577344386	6.629483737888492e-4	0.42499226724404576	0.5313888888888889	0.5570776255707762	0.4056952662721894	0.6162870945479642	0.5006677999028655	0	0	75	0	135	14	NA
unknown Clostridiales [meta_mOTU_v2_7188]	0.7733677529781833	0.6917287395431688	0.4933406646961858	0.2714003594445793	0.16045375478286944	0.5124104877640514	0.952790858196456	0.8324529243785986	0.705301287989669	0.6513608626669903	0.3752986128819658	0.689439784646085	-0.04086755076568938	0	0	-0.05112790324077503	0.11367861070931004	0.004336631340569126	0.4914939684503557	0.5097222222222222	0.510908168442415	0.4693047337278106	0.5474465148378191	0.5026833414278776	8	54	50	0	18	113	NA
unknown Clostridiales [meta_mOTU_v2_7192]	0.9771205886700305	0.99183625553662	0.5591024723685933	0.07640622900828391	0.04738810485806338	0.6385150340998325	0.9984654558982594	1	0.7621396850534313	0.43463559928627665	0.1886411097234446	0.7788335274743271	7.7614247895784e-4	-0.022039127776854822	0.07483200385829936	-0.16465959378194833	0.20869329684810795	0.019520544325312396	0.5013918960717599	0.5005555555555555	0.5197869101978692	0.4349112426035503	0.5822981366459626	0.5045531811559009	0	8	37	0	2	94	NA
unknown Prevotella [meta_mOTU_v2_7196]	0.6521806357189313	0.5753409805562326	0.3985878333754907	0.994386743636765	0.06001221200313336	0.48617066336627635	0.8848819438372371	0.7567775630213233	0.6418633524735059	1	0.2166302498208691	0.6657401503193042	0	-0.07180295713356433	0	0	0.0794759865721128	0.0015346058877096947	0.49304051964120016	0.48333333333333334	0.5068493150684932	0.4996301775147929	0.5531400966183575	0.5042192812044682	3	54	NA	0	21	106	NA
unknown Clostridiales [meta_mOTU_v2_7200]	0.7029141097482738	0.6000900352428142	0.4633398245476556	0.0434317101015428	0.6827232139708266	0.8728386911586483	0.9190274540497617	0.7720485866239405	0.6842343920645612	0.37854164172713095	0.8537856026589519	0.9380234970673587	-0.02537610533762833	0.04004836609579181	0	0	0.018827257007084142	0.006699903553049524	0.48608103928240026	0.5145833333333333	0.5116692034500253	0.46153846153846156	0.513112491373361	0.49373482272948027	1	51	44	3	46	146	NA
unknown Clostridiales [meta_mOTU_v2_7202]	0.9402579313790036	0.32544340964831414	NA	NA	0.40320141860749853	0.38846995825359293	0.9859242568133512	0.5627895492143509	NA	NA	0.6203471800604198	0.583736273552744	0	0	0	0	0	0	0.5010825858335911	0.49166666666666664	0.5	0.5	0.49206349206349204	0.4965699368625546	1	NA	NA	NA	NA	NA	NA
unknown Prevotella [meta_mOTU_v2_7203]	0.3344239572850028	0.3175844807252443	0.0567755765959044	1	0.019959486720683536	0.5925555272817514	0.6773270683787329	0.5627895492143509	0.3228581295976056	1	0.10801604578252268	0.7486426704969283	-0.04782059451515879	-0.11807225628816387	-0.07125613661187244	0	0.15088422283796862	-0.017252952915445294	0.47185276832663164	0.46861111111111114	0.4581430745814308	0.5	0.5762594893029676	0.4897887323943662	2	59	90	0	31	94	NA
unknown Clostridiales [meta_mOTU_v2_7209]	0.3055799081960947	0.43874037936111937	0.625240113645467	0.3569888123098074	0.015159052471494005	0.09920536412251213	0.6515368277258805	0.660469388285556	0.8141611299916254	0.6954946176406124	0.09229187828233114	0.24484114575585117	0.13187150588804777	0.09864766649057861	-0.037957595233287955	-0.12984186742850762	0.26029041451736346	0.06460202484683886	0.5499536034642747	0.5383333333333333	0.48376458650431253	0.4519230769230769	0.6076604554865425	0.5242836328314716	18	279	34	0	120	286	NA
unknown Bacteroidaceae [meta_mOTU_v2_7210]	NA	0.15903968704314683	0.10110927959785625	NA	0.22982032120192036	0.4369268467970463	NA	0.4253080550822393	0.389117530573568	NA	0.455242167356914	0.620319218947646	0	0	0	0	0	0	0.5	0.5166666666666667	0.48148148148148145	0.5	0.48412698412698413	0.49664885866925695	NA	75	46	NA	204	153	NA
unknown Clostridiales [meta_mOTU_v2_7230]	0.015897091759287853	0.041953527187152735	0.0981729074821844	0.031849612305842545	0.13095316717403835	0.01688187300659383	0.22687036036136224	0.22304406858992593	0.389117530573568	0.34904102937392395	0.3388413200628242	0.06825100086951505	0.24762414294213872	0.23551436716721805	0.11706550724452003	-0.1738883436415948	0.04738414580480696	0.0947399639034178	0.5937210021651718	0.5727777777777778	0.5497209538305429	0.41420118343195267	0.5407177363699104	0.5382710053423992	348	69	89	25	48	232	NA
unknown Clostridium [meta_mOTU_v2_7253]	0.16261013188645518	0.6773149345418183	0.2005024359788328	0.40558649493690013	0.21357884557450194	0.24195216283250986	0.5581288164511922	0.8257540566257291	0.5143305888755676	0.7429770305481268	0.44383649422746857	0.4270631730661141	0.1993710015238332	-0.04472217982916669	0	-0.16658272019503773	0.1821371903493886	0.034040658369803474	0.5484070522734302	0.48500000000000004	0.5246067985794013	0.47263313609467456	0.5524499654934437	0.5105269548324429	32	30	59	0	1	38	NA
Clostridium sp. CAG:451 [meta_mOTU_v2_7262]	0.5643049407651161	0.5433702750593871	0.1173474168147198	0.7743988148685887	0.07073250032667974	0.996785413819826	0.8519952851859173	0.7482475918850576	0.4146593938900065	0.9216498399584505	0.24402712612704514	0.996785413819826	-0.09966877068783697	-0.006166400968581761	0	0	0.05921338294884163	-0.00932435774151542	0.48252397154345805	0.48444444444444446	0.4676560121765601	0.5081360946745562	0.5510697032436164	0.49532540067994174	1	77	44	0	13	99	NA
Clostridium sp. AT4 [meta_mOTU_v2_7263]	0.05542328342382871	0.1252821487618522	0.2114796305991841	0.5243238174845577	0.45840681023081514	0.6609486215875067	0.361755074750882	0.39562783819532277	0.5143305888755676	0.8447268875304159	0.662922842690269	0.79257821995451	-0.27255354774023166	0.16909802340025296	0.2395041268096893	0.20173700164064556	-0.10303286130966531	0.04695054856013817	0.4200433034333436	0.5652777777777778	0.5527650938609843	0.5325443786982249	0.4691166321601104	0.5122571636716853	57	0	18	0	79	28	NA
unknown Clostridium [meta_mOTU_v2_7266]	0.24669184141159578	0.34802265196807314	0.3179467364305572	0.11758287519870225	0.3947909764252284	0.829417759467982	0.6257456345281434	0.5858497548159949	0.5909156418538649	0.48223359634889756	0.6203471800604198	0.9074428837478309	0	-0.056816388415918254	0	-0.08691851418618274	0.07353257029620673	-0.014040466461178852	0.5202598206000618	0.475	0.5176306443429731	0.45229289940828404	0.5251897860593513	0.49723166585721223	17	80	40	0	34	103	NA
unknown Alistipes [meta_mOTU_v2_7270]	0.675502674718023	0.09447732984467698	0.2514790234630304	0.5658194949692229	0.40320141860749853	0.5668357619446647	0.8977969692824007	0.33067065445636945	0.5143305888755676	0.8450785763890105	0.6203471800604198	0.7304169468252276	0.083965106222511507	-0.060454781731560304	0	0.05208753246812831	0	0.015119571391815903	0.5139189607175997	0.45944444444444443	0.49074074074074076	0.5183062130177515	0.49206349206349204	0.49227780475959204	9	156	NA	0	NA	106	NA
unknown Ruminococcaceae [meta_mOTU_v2_7271]	0.5033227570524614	0.21743099553220874	0.9020860669376437	0.041352928861188444	0.6694668785895516	0.8416936186178572	0.8285884704151252	0.4870454299921476	0.9512719706864147	0.37854164172713095	0.8475819196821845	0.9173271915360216	0.09343150980961029	0.06964549462256148	0	-0.09311874659067619	0	0.013991651568299115	0.522734302505413	0.5365277777777778	0.502283105022831	0.4404585798816568	0.49033816425120774	0.4980512384652744	12	54	47	14	123	107	NA
unknown Ruminococcus [meta_mOTU_v2_7275]	0.11235437115034774	0.2627406835404167	0.9402289347914219	0.2792242979249481	0.017453372596706984	0.5860247190331414	0.503204151641451	0.5425075629422315	0.9708054855163462	0.6643612605800489	0.10050991882414857	0.744812853980744	-0.22038126668646643	-0.18569542823268917	0.008431547802047083	-0.10785050657870897	0.30735855300012044	-0.03962742013913941	0.4321064027219301	0.4613888888888889	0.5029173008625063	0.46116863905325445	0.6028295376121463	0.488926663428849	1	97	3	0	2	76	NA
Succinivibrio dextrinosolvens [meta_mOTU_v2_7277]	0.47175320158804773	0.32544340964831414	0.738626233013594	0.3267065548685848	0.2494409579748128	0.39573726640021223	0.8105590168978773	0.5627895492143509	0.8863514796163128	0.6681890605510854	0.4630876977648991	0.5873792642898255	-0.04596405574642435	0	0	0	0	-0.00919281114928487	0.476183111660996	0.49166666666666664	0.5046930492135971	0.49038461538461536	0.5108695652173912	0.4936194754735308	1	NA	60	NA	NA	116	NA
Staphylococcus sp. CAG:324 [meta_mOTU_v2_7279]	0.5072508348450666	0.06702278090134758	0.7902829694024825	0.28424647194757907	0.23361682444614337	0.1907672253136007	0.8293304911447497	0.29017222954043426	0.8989415497428839	0.6667311013387974	0.4594649183881394	0.3744424789403107	-0.11059730706952058	-0.1994456623741503	0	-0.2423484898879844	0.07739528141067176	-0.0949992355841967	0.4729353541602227	0.4369444444444444	0.495687468290208	0.45710059171597633	0.5414078674948241	0.4755160271976687	0	143	42	0	16	114	NA
unknown Clostridiales [meta_mOTU_v2_7281]	0.5839050451959737	0.17347849093575698	0.9526979699086914	0.7716735609663397	0.005029525121172337	0.6848589020455884	0.8584941398557441	0.43369622733939245	0.978377160472268	0.9216498399584505	0.04249435510541525	0.8109417124640231	-0.02360888178444406	-0.19688226011613455	-0.01218579805609758	0.016434625404902894	0.3955727810093287	0.03586609329151108	0.47046087225487165	0.42888888888888893	0.5029173008625063	0.5166420118343196	0.6514837819185645	0.5071029626032054	1	3	19	0	373	111	NA
Dialister invisus [meta_mOTU_v2_7291]	0.5058129142439125	0.5669797564757733	0.18898147806276033	NA	0.40320141860749853	0.2329780382358253	0.8285884704151252	0.7535806889867872	0.5123591469432541	NA	0.6203471800604198	0.4195538227674259	-0.045682289446696375	0	0	0	0	-0.009136457889339275	0.4812867305907826	0.5083333333333333	0.47919837645865043	0.5	0.49206349206349204	0.49170713938805244	1	75	51	NA	NA	136	NA
