species	fc	auroc	p.val	p.adj	ancom.w
unknown Eggerthella [meta_mOTU_v2_6998]	0.05161958418596376	0.5115104419621175	0.4147820745698514	0.5995881997290083	78
unknown Acinetobacter [meta_mOTU_v2_7007]	-0.18489988848483352	0.45865711510441964	0.08543698665530085	0.2229600336120525	260
unknown Massiliomicrobiota [meta_mOTU_v2_7010]	0.05355972720164868	0.5052270519669743	0.5229827661820152	0.6968448812219648	100
unknown Ruminococcaceae [meta_mOTU_v2_7012]	-0.2573381924277913	0.43009956289460904	2.231330287864262e-4	0.0023540058651877445	621
unknown Clostridiales [meta_mOTU_v2_7014]	-0.24175903156773274	0.4440990772219524	0.006009251763337333	0.03188659216920872	112
unknown Prevotella [meta_mOTU_v2_7015]	0.008336314794693616	0.49516755706653715	0.6928039615594686	0.8169313380055401	100
unknown Prevotella [meta_mOTU_v2_7016]	0.03557223701146542	0.5275437105390967	0.006216505348905166	0.03257909284704003	66
unknown Clostridiales [meta_mOTU_v2_7018]	-0.2027292428256428	0.4408814958717824	0.020605451256619913	0.07888922752932184	117
Clostridium sp. CAG:798 [meta_mOTU_v2_7020]	-0.0012048525789567655	0.5002671199611461	0.9737365026641746	0.9888783382319188	120
unknown Clostridium [meta_mOTU_v2_7026]	0.012102992875001061	0.5056945118989801	0.2995229723063768	0.4918705426671099	136
unknown Clostridiales [meta_mOTU_v2_7031]	-0.17347964877390148	0.4528472559494901	0.01896096448240722	0.07418368131596188	96
Prevotella sp. CAG:485 [meta_mOTU_v2_7045]	0	0.4967824186498301	0.4464976315631587	0.6285809688262107	144
unknown Ruminococcus [meta_mOTU_v2_7048]	0.016231961487447447	0.5136413307430792	0.1646978919545563	0.3465885192521252	90
Prevotella sp. CAG:873 [meta_mOTU_v2_7050]	0.022956233520595917	0.5264448761534726	9.439272483193761e-4	0.0072854021256650026	252
unknown Sutterellaceae [meta_mOTU_v2_7053]	0.05647506651579101	0.5228630403108304	0.15431040619043013	0.3308321587264525	83
Coraliomargarita sp. CAG:312 [meta_mOTU_v2_7055]	8.484164139451213e-4	0.4954225352112676	0.9405974412587351	0.9691349849862452	131
Clostridium sp. CAG:167 [meta_mOTU_v2_7056]	-0.14907020976948135	0.45624089363768816	0.06780055640207476	0.1906048754482168	379
unknown Clostridiales [meta_mOTU_v2_7058]	0	0.4930852355512385	0.392980325772462	0.5857379227757498	172
unknown Akkermansia [meta_mOTU_v2_7059]	0.037454689763771754	0.50082564351627	0.7227404957500274	0.8393045484459059	44
unknown Clostridiales [meta_mOTU_v2_7061]	-0.06138881187773593	0.48898737251092766	0.40308061613542356	0.5961941517403738	79
unknown Clostridiales [meta_mOTU_v2_7063]	0	0.505281690140845	0.3241389609988017	0.5182560788850897	146
unknown Clostridiales [meta_mOTU_v2_7066]	0.06875558227531184	0.5165250121418163	0.09843253319583622	0.24364204280835264	173
unknown Clostridiales [meta_mOTU_v2_7067]	-0.010474500639892635	0.4867957746478873	0.41295442372959473	0.5993133431562836	115
unknown Clostridiales [meta_mOTU_v2_7072]	-0.00847863582919563	0.498992229237494	0.9945143354568822	0.996785413819826	149
Clostridium sp. CAG:411 [meta_mOTU_v2_7074]	0	0.49157357940747937	0.31372235394754544	0.5083020582089047	142
unknown Clostridiales [meta_mOTU_v2_7076]	-0.24026833074363696	0.43043953375424965	0.0024712679148504954	0.015907538109322106	478
unknown Eggerthella [meta_mOTU_v2_7082]	-0.07832615524486004	0.46501335599805727	0.40515642480892317	0.5973135231822783	113
unknown Clostridiales [meta_mOTU_v2_7083]	0	0.5005160271976687	0.7859159612931503	0.8825960993887363	139
unknown Clostridiales [meta_mOTU_v2_7087]	0	0.4948640116561438	0.41215037398031057	0.5993133431562836	173
Eubacterium sp. CAG:581 [meta_mOTU_v2_7088]	-0.012877490803508553	0.48618868382710057	0.36529085387720733	0.5643832872709578	149
unknown Bacteroidales [meta_mOTU_v2_7089]	0	0.5070422535211268	0.2974320380241715	0.49105967139480294	156
unknown Clostridiales [meta_mOTU_v2_7093]	-0.07185589430427317	0.46452768334142786	0.37066683191870614	0.568043574546898	45
unknown Clostridiales [meta_mOTU_v2_7097]	0.06875836696567758	0.5130645944633317	0.2271842821558694	0.41479452806523254	58
Prevotella sp. CAG:1031 [meta_mOTU_v2_7101]	0.008953032377436606	0.5230330257406508	0.01698341955689453	0.06833612892797847	179
unknown Clostridiales [meta_mOTU_v2_7104]	0.16456524566269345	0.5543892666342884	0.051976804078382566	0.1581659737008846	284
unknown Oscillibacter [meta_mOTU_v2_7111]	-0.0027127580349077703	0.49358912093249147	0.9100644790820068	0.9530303896723038	141
unknown Eubacterium [meta_mOTU_v2_7116]	0	0.5073154443904808	0.299525407018723	0.4918705426671099	153
Clostridium sp. CAG:452 [meta_mOTU_v2_7118]	0.056980087235269115	0.5005706653715395	0.5933354977389682	0.7486426704969283	64
unknown Clostridium [meta_mOTU_v2_7123]	0	0.5017241379310344	0.6142688031523631	0.7631119635702149	164
unknown Clostridiales [meta_mOTU_v2_7124]	-0.059398763148638574	0.48684434191355025	0.48275473699633153	0.6621304874150008	85
unknown Clostridiales [meta_mOTU_v2_7130]	-0.0665131937987388	0.46594220495386107	0.4093963624018992	0.599271571860711	100
unknown Clostridiales [meta_mOTU_v2_7138]	-0.07862674166785659	0.4781447304516756	0.11946937701716226	0.276374662363953	130
Eubacterium sp. CAG:274 [meta_mOTU_v2_7140]	-0.13197675711334528	0.47691840699368626	0.3739572013120443	0.5693854534093226	73
unknown Faecalibacterium [meta_mOTU_v2_7143]	-0.16805668846288868	0.4693844099077222	0.09754032480153048	0.2428496649750715	178
unknown Clostridiales [meta_mOTU_v2_7145]	0.0026430612550993925	0.49993929091792133	0.7455061347935454	0.8507186941394087	134
unknown Clostridiales [meta_mOTU_v2_7148]	0.01705265408817274	0.501833414278776	0.6482110218867354	0.7884400538421752	113
unknown Clostridiales [meta_mOTU_v2_7149]	-0.06387692865237081	0.4722073822243808	0.25796052090132715	0.44513919155533893	97
Clostridium sp. CAG:413 [meta_mOTU_v2_7152]	0	0.516221466731423	0.03185712984896161	0.11255310700438342	267
unknown Clostridiales [meta_mOTU_v2_7153]	-0.06674075309937404	0.4737251092763477	0.3445830984320963	0.5387680489297416	81
Faecalibacterium prausnitzii [meta_mOTU_v2_7154]	-0.06829812837935204	0.49295774647887325	0.46320226881753956	0.6434813750474827	71
unknown Clostridiales [meta_mOTU_v2_7156]	0.05038062909229456	0.5203011170471102	0.13108076826240245	0.2959775857839885	130
unknown Clostridiales [meta_mOTU_v2_7157]	-0.2312577569979961	0.42934677027683343	0.004793083158606448	0.02694918941494619	409
unknown Clostridiales [meta_mOTU_v2_7158]	-0.18987201920163163	0.4638295288975231	0.04825589486440465	0.15229981938632656	96
unknown Ruminococcus [meta_mOTU_v2_7159]	0	0.494851869839728	0.1428703303124531	0.3126209031836925	NA
unknown Clostridiales [meta_mOTU_v2_7173]	-0.09211034152050798	0.4662457503642545	0.01569782037214063	0.06469635677644366	368
unknown Firmicutes [meta_mOTU_v2_7175]	-0.10808387216812124	0.48201796988829526	0.36990949711192705	0.5679080706112587	37
unknown Clostridiales [meta_mOTU_v2_7180]	-0.049344614845960845	0.4885320543953375	0.6031088917816758	0.7541081724928465	11
Clostridium sp. CAG:302 [meta_mOTU_v2_7183]	-0.04792385976144124	0.4956046624575037	0.8530687489932915	0.9273436208646665	65
unknown Clostridiales [meta_mOTU_v2_7186]	-0.18085826292141136	0.4414885866925692	0.013524525171862279	0.05858327485158712	291
Clostridium sp. CAG:226 [meta_mOTU_v2_7187]	6.629483737888492e-4	0.5006677999028655	0.8021970393573734	0.8915546205986108	14
unknown Clostridiales [meta_mOTU_v2_7188]	0.004336631340569126	0.5026833414278776	0.5124104877640514	0.689439784646085	113
unknown Clostridiales [meta_mOTU_v2_7192]	0.019520544325312396	0.5045531811559009	0.6385150340998325	0.7788335274743271	94
unknown Prevotella [meta_mOTU_v2_7196]	0.0015346058877096947	0.5042192812044682	0.48617066336627635	0.6657401503193042	106
unknown Clostridiales [meta_mOTU_v2_7200]	0.006699903553049524	0.49373482272948027	0.8728386911586483	0.9380234970673587	146
unknown Clostridiales [meta_mOTU_v2_7202]	0	0.4965699368625546	0.38846995825359293	0.583736273552744	NA
unknown Prevotella [meta_mOTU_v2_7203]	-0.017252952915445294	0.4897887323943662	0.5925555272817514	0.7486426704969283	94
unknown Clostridiales [meta_mOTU_v2_7209]	0.06460202484683886	0.5242836328314716	0.09920536412251213	0.24484114575585117	286
unknown Bacteroidaceae [meta_mOTU_v2_7210]	0	0.49664885866925695	0.4369268467970463	0.620319218947646	153
unknown Clostridiales [meta_mOTU_v2_7230]	0.0947399639034178	0.5382710053423992	0.01688187300659383	0.06825100086951505	232
unknown Clostridium [meta_mOTU_v2_7253]	0.034040658369803474	0.5105269548324429	0.24195216283250986	0.4270631730661141	38
Clostridium sp. CAG:451 [meta_mOTU_v2_7262]	-0.00932435774151542	0.49532540067994174	0.996785413819826	0.996785413819826	99
Clostridium sp. AT4 [meta_mOTU_v2_7263]	0.04695054856013817	0.5122571636716853	0.6609486215875067	0.79257821995451	28
unknown Clostridium [meta_mOTU_v2_7266]	-0.014040466461178852	0.49723166585721223	0.829417759467982	0.9074428837478309	103
unknown Alistipes [meta_mOTU_v2_7270]	0.015119571391815903	0.49227780475959204	0.5668357619446647	0.7304169468252276	106
unknown Ruminococcaceae [meta_mOTU_v2_7271]	0.013991651568299115	0.4980512384652744	0.8416936186178572	0.9173271915360216	107
unknown Ruminococcus [meta_mOTU_v2_7275]	-0.03962742013913941	0.488926663428849	0.5860247190331414	0.744812853980744	76
Succinivibrio dextrinosolvens [meta_mOTU_v2_7277]	-0.00919281114928487	0.4936194754735308	0.39573726640021223	0.5873792642898255	116
Staphylococcus sp. CAG:324 [meta_mOTU_v2_7279]	-0.0949992355841967	0.4755160271976687	0.1907672253136007	0.3744424789403107	114
unknown Clostridiales [meta_mOTU_v2_7281]	0.03586609329151108	0.5071029626032054	0.6848589020455884	0.8109417124640231	111
Dialister invisus [meta_mOTU_v2_7291]	-0.009136457889339275	0.49170713938805244	0.2329780382358253	0.4195538227674259	136
unknown Clostridiales [meta_mOTU_v2_7298]	0.023176229547826346	0.49972680913064593	0.552222745685857	0.7201798941433066	113
Sutterella sp. CAG:351 [meta_mOTU_v2_7305]	-0.1255725169940956	0.4781932977173385	0.028387181295166593	0.10255624221104867	113
unknown Clostridiales [meta_mOTU_v2_7306]	-0.011019527648192997	0.47810830500242835	0.9865963722129624	0.9966759828209611	101
unknown Alistipes [meta_mOTU_v2_7311]	0.017101817689963918	0.500182127246236	0.8205857940796919	0.9036022557375596	141
unknown Bacteroidales [meta_mOTU_v2_7313]	0.04972474041716265	0.5071151044196212	0.4120650519734763	0.5993133431562836	147
unknown Clostridiales [meta_mOTU_v2_7317]	-0.24341458418177533	0.43067629917435646	0.006835262630290571	0.03454248793521843	433
unknown Prevotellaceae [meta_mOTU_v2_7319]	-0.005208673114170166	0.5036425449247207	0.841187797552132	0.9173271915360216	115
unknown Clostridiales [meta_mOTU_v2_7320]	-0.04657909454289283	0.4862190383681399	0.11297031107114207	0.26716377186462287	141
unknown Clostridiales [meta_mOTU_v2_7323]	-0.07909223968904378	0.4783389995143274	0.11476960092989327	0.2684280749021471	222
Bacteroides sp. CAG:144 [meta_mOTU_v2_7324]	0.03664416324259703	0.5071940262263235	0.43775736727069736	0.6204607759813391	76
Eubacterium sp. CAG:156 [meta_mOTU_v2_7325]	-0.20067548385845035	0.46311316172899464	0.045739381778225424	0.14709369367315675	172
Holdemanella biformis [meta_mOTU_v2_7329]	-0.014623954983746109	0.4923020883924235	0.5153934778653187	0.6922504361194526	84
unknown Peptostreptococcaceae [meta_mOTU_v2_7331]	-0.2760431201900335	0.41029626032054395	2.045433478299325e-4	0.0022552896403586066	615
unknown Clostridiales [meta_mOTU_v2_7337]	0.1562388343673124	0.563465274405051	0.001069716184939784	0.008181883252377268	645
unknown Prevotella [meta_mOTU_v2_7342]	0.048758647003277214	0.5327343370568237	0.009097678272946386	0.04305450467928061	93
unknown Bacteroidales [meta_mOTU_v2_7353]	0	0.4984944147644488	0.9103741413713055	0.9530303896723038	138
unknown Clostridiales [meta_mOTU_v2_7355]	-0.1064711019353076	0.4660332685769791	0.3742000585549558	0.5693854534093226	32
unknown Clostridiales [meta_mOTU_v2_7356]	-0.4002140991156094	0.40374575036425453	4.5019157634218786e-5	6.818529311834611e-4	784
unknown Clostridiales [meta_mOTU_v2_7359]	-0.010310623293752803	0.492690626517727	0.5786133649362154	0.7381663183131624	121
unknown Firmicutes [meta_mOTU_v2_7361]	-0.1994256049627584	0.4418406993686255	0.014941448674623787	0.062489112929830525	557
unknown Fusobacterium [meta_mOTU_v2_7372]	0.00972805981492553	0.5071940262263235	0.3825071033194729	0.5787075845602747	129
unknown Dehalococcoidales [meta_mOTU_v2_7373]	-0.10093145457289254	0.46719281204468194	0.03194970410842922	0.11255310700438342	499
unknown Ruminococcaceae [meta_mOTU_v2_7375]	0	0.4951918406993686	0.5723472388431996	0.736246675421025	134
Clostridium sp. CAG:448 [meta_mOTU_v2_7377]	-0.04867068083725794	0.4796988829528897	0.3263317869325798	0.5189642823587532	99
unknown Clostridium [meta_mOTU_v2_7389]	0	0.4950097134531326	0.5555001376424054	0.7216913118304468	141
unknown Bacteroidales [meta_mOTU_v2_7394]	0	0.49317022826614865	0.07570901774516947	0.20697240541332435	168
unknown Lachnospiraceae [meta_mOTU_v2_7398]	0	0.5001153472559494	0.918112926129216	0.9587673730426869	175
unknown Ruminococcaceae [meta_mOTU_v2_7401]	0.02040473438055367	0.5193358426420592	0.0649319632558234	0.18561359193331337	224
unknown Firmicutes [meta_mOTU_v2_7403]	0	0.49317022826614865	0.33328133254627534	0.5279027077085593	166
Bacteroides sp. 43_108 [meta_mOTU_v2_7407]	0	0.501979116075765	0.5847527822805763	0.7443105129778249	158
unknown Clostridiales [meta_mOTU_v2_7415]	-0.20418870070697145	0.4348652258377853	0.0025107303965243373	0.015907538109322106	213
unknown Firmicutes [meta_mOTU_v2_7419]	-4.167880583989689e-4	0.4863525983487129	0.22190010083579306	0.409550403499105	166
unknown Tyzzerella [meta_mOTU_v2_7425]	0.26832820785051115	0.576098834385624	7.1434960513538925e-6	1.444006701809394e-4	673
unknown Dehalococcoidales [meta_mOTU_v2_7432]	-0.023044848001354562	0.4784361340456532	0.08465405593385986	0.22251174454441802	92
unknown Burkholderiales [meta_mOTU_v2_7434]	-0.07352867914032668	0.4910696940262263	0.7418346052565451	0.848532053281086	80
unknown Clostridiales [meta_mOTU_v2_7440]	-0.07263831360995282	0.4744171928120447	0.1566716529455006	0.3342066164591206	99
Eubacterium sp. CAG:202 [meta_mOTU_v2_7449]	-0.056118202670539324	0.47694876153472565	0.5462215423139635	0.7145486739977734	20
Clostridium sp. CAG:217 [meta_mOTU_v2_7451]	-0.16755204059687698	0.45874817872753765	0.167045524075262	0.34760208318602315	85
unknown Firmicutes [meta_mOTU_v2_7454]	0.0010696018674877905	0.4916342884895581	0.23321719753211698	0.4195538227674259	137
unknown Clostridiales [meta_mOTU_v2_7455]	-0.09476072569153657	0.45574307916464296	0.21644206211235736	0.40413861148522223	107
unknown Clostridiales [meta_mOTU_v2_7462]	-0.018467405647458975	0.49414157357940747	0.6702596046124001	0.7981071589283698	115
unknown Clostridiales [meta_mOTU_v2_7467]	0.0052515389923199676	0.4954468188440991	0.7904483059719986	0.8841773541109706	126
unknown Clostridium [meta_mOTU_v2_7468]	-0.00649501518810595	0.49694026226323457	0.6588300922434178	0.7923837818549889	143
Anaerotruncus sp. CAG:528 [meta_mOTU_v2_7471]	0	0.4880281690140845	0.08700320421859284	0.22442044127801974	162
unknown Ruminococcus [meta_mOTU_v2_7476]	0.14132851605098606	0.5418528411850413	0.0014778603015732639	0.010455861633630843	107
unknown Clostridium [meta_mOTU_v2_7480]	0	0.5020276833414279	0.4983450658789452	0.6758705446185695	149
unknown Eggerthella [meta_mOTU_v2_7512]	0.007968141252101869	0.5090213695968917	0.12293287595272018	0.28132078620986367	144
unknown Sutterella [meta_mOTU_v2_7526]	0.02708802292304973	0.5071333171442447	0.3906692251171493	0.5857379227757498	108
unknown Clostridiales [meta_mOTU_v2_7527]	-0.1950495533685818	0.44760806216610005	0.04498219741653859	0.1453612772556909	111
unknown Clostridium [meta_mOTU_v2_7530]	-0.33203398731476663	0.40568237008256436	4.083468677890421e-4	0.003908809557463539	677
unknown Clostridiales [meta_mOTU_v2_7531]	-0.1872193835533734	0.45677513355998056	0.033863117111385434	0.11782699355559931	131
unknown Bacteroidaceae [meta_mOTU_v2_7534]	0	0.49317022826614865	0.3037769110642874	0.49692986029591524	149
unknown Clostridiales [meta_mOTU_v2_7541]	-0.06527306360615852	0.4791889266634288	0.22144602750777825	0.409550403499105	131
unknown Clostridiales [meta_mOTU_v2_7546]	0.010645737597500505	0.504231423020884	0.729687765263644	0.8405765437026238	35
unknown Clostridiales [meta_mOTU_v2_7550]	-0.07127464015305372	0.4781325886352598	0.1582262109121418	0.335835132661021	147
unknown Clostridiales [meta_mOTU_v2_7553]	0.31037344716485626	0.5882588635259834	2.539817689495294e-8	8.293481609159633e-7	779
unknown Clostridiales [meta_mOTU_v2_7561]	-0.08175074125229392	0.4691719281204468	0.2340246141333485	0.4195538227674259	88
unknown Roseburia [meta_mOTU_v2_7567]	-0.21243280728108277	0.44183462846041766	0.006884824565129602	0.034587077253225046	305
Clostridium sp. CAG:492 [meta_mOTU_v2_7568]	-0.12145171097250788	0.46614861583292855	0.025540075221539782	0.09346346492710032	483
unknown Collinsella [meta_mOTU_v2_7573]	0.04370754405142328	0.5088028169014085	0.4149434030771868	0.5995881997290083	94
unknown Bacteroidaceae [meta_mOTU_v2_7579]	0.006977952007862033	0.48973409422049535	0.4060836465452972	0.5973135231822783	115
unknown Bacteroidaceae [meta_mOTU_v2_7587]	0.008238085549049584	0.5079164643030597	0.49609885361389505	0.6749806517919822	148
Holdemanella biformis [meta_mOTU_v2_7589]	0.12024584912123286	0.5199732880038853	0.2820063378526938	0.4731687368318914	5
unknown Clostridiales [meta_mOTU_v2_7590]	-0.0632120303912629	0.4821940262263234	0.5320374933110616	0.7003098167768858	151
unknown Bacteroidaceae [meta_mOTU_v2_7591]	0.01188700958694492	0.5159786304031083	0.1005716229739293	0.24749364610106078	173
unknown Ruminococcaceae [meta_mOTU_v2_7593]	0.09139633674780845	0.5281325886352598	0.20110868651447356	0.38547377775155006	130
Mycoplasma sp. CAG:956 [meta_mOTU_v2_7596]	0	0.4793103448275862	7.833783936532597e-4	0.006395079386650168	403
unknown Clostridiales [meta_mOTU_v2_7600]	-0.06642428888415952	0.46620932491500733	0.017322874643916828	0.06887442058295523	357
unknown Azospirillum [meta_mOTU_v2_7608]	0	0.4967095677513356	0.6817885088986337	0.8084335810823186	143
Niameybacter massiliensis [meta_mOTU_v2_7610]	0	0.5123967945604662	0.11742071670319154	0.272377564155764	135
Clostridium sp. CAG:1193 [meta_mOTU_v2_7613]	0	0.4982394366197183	0.7201497021709136	0.8382789041505145	125
Sutterella sp. CAG:351 [meta_mOTU_v2_7614]	0	0.5053788246721709	0.45014985753396486	0.6285809688262107	138
unknown Clostridiales [meta_mOTU_v2_7620]	-0.022973272887703348	0.4759470616804274	0.0484345715362876	0.15229981938632656	172
Coprobacillus sp. CAG:605 [meta_mOTU_v2_7625]	-0.03380537451056645	0.4774890723652258	0.01257911646691085	0.055623280627121414	420
Clostridium sp. CAG:433 [meta_mOTU_v2_7638]	-0.06577890615999467	0.4740529383195726	0.08870911558817816	0.22753486143312165	178
unknown Clostridiales [meta_mOTU_v2_7643]	0.07417844620366014	0.51130403108305	0.15409028529175828	0.3308321587264525	63
unknown Clostridium [meta_mOTU_v2_7645]	-0.017927171002507316	0.4925327829043225	0.8099955416691327	0.895424758954549	63
unknown Pasteurellaceae [meta_mOTU_v2_7650]	-0.012328883170654743	0.5084628460417678	0.7117859090894498	0.831232787918766	121
unknown Ruminococcaceae [meta_mOTU_v2_7652]	0.18954748104557756	0.5477598348712968	6.452040926019365e-4	0.005477782746190441	516
unknown Porphyromonas [meta_mOTU_v2_7656]	0.25991665121842844	0.6126760563380281	1.3322676295501878e-15	1.8851586958135158e-13	785
Sutterella sp. CAG:521 [meta_mOTU_v2_7660]	-0.0022430680973201857	0.505330257406508	0.5425042081235758	0.7107809763841294	140
Holdemanella biformis [meta_mOTU_v2_7667]	0.016463603795076973	0.5107637202525498	0.1351914627791695	0.3028431448536013	113
Eubacterium sp. CAG:38 [meta_mOTU_v2_7668]	-0.26993459278933957	0.4400497814473045	0.006729190844627609	0.0344718977469793	95
unknown Azospirillum [meta_mOTU_v2_7674]	-0.015004182255259568	0.49007406508013596	0.4388979366284671	0.621040580329281	128
unknown Clostridiales [meta_mOTU_v2_7682]	-0.20381273301159045	0.43686255463817386	4.011858009634413e-4	0.003908809557463539	527
unknown Clostridiales [meta_mOTU_v2_7684]	0.034737413760079945	0.5141027197668772	0.08723056021407127	0.22442044127801974	156
unknown Clostridiales [meta_mOTU_v2_7685]	0	0.4914157357940748	0.06981329479615649	0.19561546957734935	175
unknown Eubacterium [meta_mOTU_v2_7687]	-0.13303396057242395	0.4710842642059252	0.13212027827637096	0.29728801629183543	112
unknown Firmicutes [meta_mOTU_v2_7689]	0.09897352178956977	0.5383074307916464	0.049337169616794574	0.15343317584124028	300
unknown Eggerthella [meta_mOTU_v2_7693]	0	0.5071151044196212	0.1701339983739356	0.3512219456624154	160
unknown Clostridiales [meta_mOTU_v2_7697]	0.02021145061821838	0.49719524040796503	0.8066783136211189	0.8929203236823077	116
unknown Clostridiales [meta_mOTU_v2_7702]	0.09235359691391064	0.5310284118504128	0.01934747656404401	0.0753486587287769	88
unknown Clostridiales [meta_mOTU_v2_7707]	0.11707209525017923	0.5444026226323458	8.071524183104195e-4	0.006464833991939115	281
unknown Clostridiales [meta_mOTU_v2_7717]	-0.09078426105953184	0.4765662943176299	0.43656768104505816	0.620319218947646	42
unknown Faecalibacterium [meta_mOTU_v2_7718]	-0.21549798375133386	0.4320908207867897	0.005301389530042284	0.029037933619392896	578
unknown Clostridium [meta_mOTU_v2_7721]	-0.0694458388516082	0.47194026226323454	0.07660596118400098	0.20845660591415652	105
unknown Sutterella [meta_mOTU_v2_7723]	-0.04187283604165639	0.49118504128217577	0.6599914109779406	0.7925497990385736	122
unknown Olsenella [meta_mOTU_v2_7727]	0.09755505454829246	0.5342034968431277	8.986998846194361e-4	0.007064779648536122	389
unknown Clostridiales [meta_mOTU_v2_7731]	0	0.49497328800388535	0.23422204096012772	0.4195538227674259	150
unknown Clostridiales [meta_mOTU_v2_7735]	0.07037601904413299	0.5254856726566294	0.07154948027543928	0.19916560247163262	129
unknown Azospirillum [meta_mOTU_v2_7737]	-0.012472278023314975	0.5018091306459446	0.7746009435932282	0.8756806938890156	69
unknown Firmicutes [meta_mOTU_v2_7746]	-0.12892467068716526	0.45944633317144246	0.05018183663327876	0.15492501564237698	162
unknown Bacteroidales [meta_mOTU_v2_7748]	0	0.49492472073822247	0.5559318232474819	0.7216913118304468	151
unknown Clostridium [meta_mOTU_v2_7749]	-0.02570021765909466	0.48932734337056827	0.5287346103738341	0.6989845807982498	90
unknown Firmicutes [meta_mOTU_v2_7751]	0.011325463607785772	0.5071454589606605	0.20951790048216146	0.3979433948755147	151
unknown Clostridiales [meta_mOTU_v2_7752]	0.005768218867119077	0.5006799417192812	0.8555274922969351	0.9288271623530664	115
Ruminococcus sp. CAG:724 [meta_mOTU_v2_7753]	0	0.49144001942690624	0.08987638840645644	0.2291443055768214	174
unknown Firmicutes [meta_mOTU_v2_7755]	0	0.5053788246721709	0.46836234423182255	0.6475623813475294	156
unknown Firmicutes [meta_mOTU_v2_7760]	-0.054490284727106375	0.47778047595920353	0.17212832075505496	0.35221903235732394	131
Clostridium sp. CAG:138 [meta_mOTU_v2_7765]	0.14317986666805843	0.5252792617775619	0.14004516190202554	0.3080267939244033	99
unknown Clostridiales [meta_mOTU_v2_7769]	-1.4514483812880235e-5	0.49375910636231185	0.8748656052749967	0.9380234970673587	123
Staphylococcus sp. CAG:324 [meta_mOTU_v2_7772]	0	0.5089849441476445	0.14342659015773274	0.31292644997590324	174
Ruminococcus sp. CAG:403 [meta_mOTU_v2_7774]	0.08577637304902626	0.5183159300631375	0.06049441475046291	0.17556555303937868	135
unknown Porphyromonas [meta_mOTU_v2_7777]	0.02090429806774331	0.5300145701796989	3.032782284506652e-5	5.048690508914016e-4	418
unknown Clostridiales [meta_mOTU_v2_7778]	-0.09852577944199038	0.4693054881010199	0.1814007778165316	0.365817720584882	64
unknown Clostridiales [meta_mOTU_v2_7781]	-0.04949491116348816	0.4739679456046625	0.38452597746972683	0.5798624420458226	102
unknown Clostridiales [meta_mOTU_v2_7782]	-0.32050233586817556	0.40672656629431764	2.2458713201437848e-4	0.0023540058651877445	633
unknown Clostridiales [meta_mOTU_v2_7784]	0.17901881088169908	0.5753278290432249	6.793725032760989e-6	1.40679818361319e-4	536
Clostridium sp. CAG:230 [meta_mOTU_v2_7788]	-0.2632845055420598	0.43610976202039825	0.001988837589193296	0.01340097708908816	667
Clostridium sp. CAG:1193 [meta_mOTU_v2_7789]	0	0.49315808644973286	0.2610757638736844	0.4468373793705886	163
unknown Erysipelotrichaceae [meta_mOTU_v2_7790]	0.09956078461215939	0.5172170956775134	0.08355681492654088	0.22099606190851467	95
unknown Clostridiales [meta_mOTU_v2_7795]	-0.0938619481918202	0.46786061194754736	0.09691774779022877	0.2428496649750715	100
unknown Clostridiales [meta_mOTU_v2_7800]	0.04977455609012038	0.5106969402622633	0.44364621010164385	0.6261217176281135	72
